id,neighborhood,room_type,minimum_nights,number_of_reviews,availability_365,latitude,longitude,price
102135,Bronx,Shared room,16,194,249,40.680414,-74.212372,391
102136,Manhattan,Shared room,11,76,73,40.520818,-74.028197,200
102137,Staten Island,Private room,15,23,253,40.566418,-73.782704,119
102138,Brooklyn,Private room,15,1,258,40.599344,-74.15116,392
102139,Queens,Shared room,9,16,166,40.826239,-74.185347,196
102140,Manhattan,Private room,3,150,209,40.666704,-73.722538,140
102141,Bronx,Shared room,18,117,191,40.502704,-73.704289,132
102142,Brooklyn,Entire home/apt,9,96,257,40.808597,-73.88427,280
102143,Staten Island,Private room,8,76,2,40.716965,-74.007008,228
102144,Bronx,Entire home/apt,27,140,282,40.64577,-73.859864,358
102145,Bronx,Private room,10,178,35,40.87437,-74.030316,166
102146,Manhattan,Shared room,6,29,60,40.534781,-74.093555,287
102147,Staten Island,Shared room,29,17,92,40.665321,-74.216027,298
102148,Staten Island,Private room,9,183,26,40.59476,-73.837026,175
102149,Bronx,Entire home/apt,28,199,120,40.731658,-73.986631,325
102150,Brooklyn,Shared room,16,68,58,40.76316,-73.723119,94
102151,Staten Island,Entire home/apt,24,140,165,40.783265,-73.715532,299
102152,Staten Island,Shared room,16,66,179,40.547762,-73.784916,41
102153,Queens,Private room,26,166,270,40.745439,-74.10399,313
102154,Brooklyn,Shared room,5,27,58,40.701124,-73.732435,149
102155,Manhattan,Entire home/apt,28,110,118,40.890393,-73.707368,343
102156,Manhattan,Private room,20,134,279,40.759691,-74.059347,165
102157,Staten Island,Entire home/apt,13,59,312,40.676296,-74.082145,319
102158,Queens,Entire home/apt,13,64,251,40.897611,-74.043505,276
102159,Staten Island,Shared room,17,42,116,40.683699,-74.102807,203
102160,Queens,Private room,5,91,78,40.893998,-74.059832,239
102161,Brooklyn,Entire home/apt,28,44,321,40.74858,-74.075899,294
102162,Queens,Shared room,25,14,7,40.734186,-73.76472,372
102163,Staten Island,Shared room,6,170,201,40.547222,-74.219235,364
102164,Queens,Private room,30,93,263,40.611374,-74.21489,370
102165,Bronx,Entire home/apt,5,16,10,40.72214,-74.018542,359
102166,Brooklyn,Private room,18,198,46,40.694826,-74.161881,144
102167,Staten Island,Entire home/apt,6,156,230,40.657047,-73.956663,275
102168,Staten Island,Shared room,30,34,154,40.786273,-73.991446,136
102169,Queens,Entire home/apt,30,28,221,40.646195,-74.149452,362
102170,Bronx,Private room,19,80,323,40.578198,-73.749235,70
102171,Brooklyn,Shared room,20,155,216,40.509204,-73.990292,215
102172,Staten Island,Shared room,22,135,242,40.859372,-73.998481,275
102173,Manhattan,Private room,12,38,38,40.624798,-74.24003,106
102174,Bronx,Private room,22,113,363,40.582591,-73.801913,87
102175,Manhattan,Entire home/apt,23,64,4,40.738099,-73.777842,279
102176,Manhattan,Shared room,27,59,186,40.766593,-74.23411,296
102177,Brooklyn,Entire home/apt,22,106,83,40.743764,-73.908875,252
102178,Manhattan,Shared room,27,125,281,40.888661,-74.031087,168
102179,Bronx,Shared room,8,85,171,40.603852,-74.123422,336
102180,Queens,Shared room,15,87,192,40.565906,-74.085487,378
102181,Staten Island,Private room,1,39,231,40.632844,-74.223745,159
102182,Queens,Shared room,25,3,233,40.563936,-74.026834,291
102183,Queens,Private room,15,141,257,40.690377,-73.747657,230
102184,Brooklyn,Shared room,17,2,170,40.820219,-73.8462,221
102185,Queens,Private room,12,168,132,40.812696,-73.822263,338
102186,Queens,Entire home/apt,5,88,215,40.701174,-73.914268,113
102187,Brooklyn,Shared room,24,60,299,40.872117,-74.026633,239
102188,Manhattan,Entire home/apt,25,179,279,40.712207,-73.810798,97
102189,Brooklyn,Shared room,25,93,180,40.517491,-74.151458,103
102190,Manhattan,Entire home/apt,7,109,331,40.564741,-73.778764,175
102191,Brooklyn,Shared room,27,30,338,40.726705,-73.845445,90
102192,Bronx,Private room,28,49,300,40.6901,-74.24764,314
102193,Bronx,Entire home/apt,13,173,149,40.748996,-73.780208,156
102194,Queens,Entire home/apt,6,178,157,40.821952,-73.923183,329
102195,Queens,Private room,26,134,363,40.881787,-73.995193,249
102196,Manhattan,Entire home/apt,9,42,171,40.824155,-74.223425,346
102197,Brooklyn,Entire home/apt,29,130,340,40.695421,-73.902181,292
102198,Bronx,Shared room,18,183,220,40.506365,-74.074413,167
102199,Staten Island,Shared room,1,7,190,40.624051,-74.027006,282
102200,Brooklyn,Entire home/apt,22,56,137,40.743179,-73.856444,150
102201,Manhattan,Entire home/apt,11,170,30,40.560108,-73.853261,304
102202,Staten Island,Shared room,10,50,180,40.782272,-74.111648,59
102203,Brooklyn,Shared room,29,74,280,40.682452,-74.083218,330
102204,Bronx,Private room,7,165,52,40.624466,-74.193028,120
102205,Bronx,Entire home/apt,12,179,147,40.868307,-74.176784,157
102206,Manhattan,Shared room,15,133,303,40.528001,-74.093981,374
102207,Brooklyn,Entire home/apt,4,38,119,40.73063,-73.933336,386
102208,Brooklyn,Shared room,14,154,319,40.594621,-74.056158,254
102209,Queens,Entire home/apt,3,34,308,40.590001,-74.024743,99
102210,Manhattan,Shared room,30,16,133,40.53436,-73.779814,166
102211,Bronx,Entire home/apt,16,153,250,40.751063,-73.975448,71
102212,Queens,Private room,24,17,60,40.791417,-73.810311,152
102213,Staten Island,Entire home/apt,24,188,229,40.775325,-73.741094,149
102214,Staten Island,Private room,18,91,52,40.894875,-73.928702,359
102215,Brooklyn,Private room,17,7,296,40.568439,-73.952877,67
102216,Staten Island,Shared room,6,127,206,40.561196,-74.009462,365
102217,Manhattan,Private room,30,66,279,40.840277,-73.807046,52
102218,Manhattan,Shared room,15,151,156,40.883028,-73.790218,335
102219,Brooklyn,Entire home/apt,23,49,309,40.668471,-73.78617,211
102220,Manhattan,Entire home/apt,14,105,36,40.793572,-73.995305,361
102221,Queens,Shared room,25,156,146,40.565636,-74.117791,299
102222,Queens,Shared room,15,121,321,40.793374,-74.131231,182
102223,Brooklyn,Entire home/apt,15,17,349,40.566279,-73.911332,188
102224,Bronx,Shared room,23,179,36,40.605925,-73.714941,157
102225,Brooklyn,Private room,23,100,39,40.870646,-73.989174,191
102226,Manhattan,Entire home/apt,20,188,80,40.664757,-74.236487,81
102227,Manhattan,Private room,23,160,213,40.822067,-74.113484,206
102228,Bronx,Entire home/apt,27,191,292,40.828915,-73.994201,262
102229,Bronx,Private room,23,176,102,40.816135,-74.020354,164
102230,Brooklyn,Entire home/apt,15,70,226,40.567202,-74.144528,174
102231,Brooklyn,Entire home/apt,21,121,299,40.526755,-73.74935,201
102232,Manhattan,Shared room,9,1,113,40.70973,-73.831805,338
102233,Brooklyn,Private room,16,61,135,40.699375,-73.864584,150
102234,Queens,Private room,15,136,273,40.834138,-73.960566,380
102235,Brooklyn,Entire home/apt,27,59,279,40.554734,-73.813508,344
102236,Brooklyn,Entire home/apt,14,2,231,40.786899,-74.180964,325
102237,Bronx,Private room,13,87,340,40.887715,-74.125783,141
102238,Queens,Shared room,17,65,196,40.567617,-73.840183,229
102239,Manhattan,Private room,20,92,47,40.690947,-73.931864,199
102240,Queens,Shared room,12,86,57,40.74466,-74.212735,130
102241,Staten Island,Private room,10,157,28,40.598897,-73.792269,300
102242,Manhattan,Shared room,27,23,110,40.87969,-73.771326,59
102243,Manhattan,Shared room,16,16,96,40.752177,-73.972983,56
102244,Brooklyn,Private room,15,33,286,40.70071,-74.061048,301
102245,Queens,Shared room,16,102,116,40.89501,-74.15052,90
102246,Brooklyn,Entire home/apt,28,98,127,40.599215,-73.873394,70
102247,Manhattan,Private room,24,9,104,40.584204,-73.919038,44
102248,Brooklyn,Private room,27,42,228,40.767389,-73.804864,391
102249,Bronx,Shared room,1,125,17,40.653431,-74.089252,224
102250,Staten Island,Private room,14,194,208,40.820085,-74.021991,249
102251,Staten Island,Entire home/apt,2,108,65,40.572702,-73.964992,159
102252,Bronx,Entire home/apt,24,82,326,40.575096,-74.20528,108
102253,Manhattan,Shared room,10,60,139,40.647693,-73.876365,278
102254,Manhattan,Shared room,24,156,278,40.557539,-74.068888,42
102255,Manhattan,Private room,13,108,133,40.786677,-74.143512,359
102256,Queens,Private room,13,88,117,40.574597,-73.993603,337
102257,Staten Island,Entire home/apt,28,188,353,40.609245,-73.989542,268
102258,Queens,Shared room,20,101,290,40.80606,-73.847175,102
102259,Bronx,Shared room,16,196,209,40.507826,-74.202329,355
102260,Bronx,Shared room,12,11,174,40.572635,-74.000049,136
102261,Queens,Shared room,26,167,169,40.868255,-73.807941,342
102262,Bronx,Private room,17,25,263,40.897504,-73.850699,383
102263,Queens,Shared room,22,193,147,40.749039,-74.088862,265
102264,Queens,Entire home/apt,14,137,165,40.643109,-74.105537,303
102265,Manhattan,Shared room,3,10,265,40.511933,-73.9638,323
102266,Queens,Private room,10,49,44,40.658153,-73.952123,328
102267,Queens,Shared room,19,169,126,40.592673,-73.773291,163
102268,Staten Island,Private room,19,58,337,40.633626,-73.958855,320
102269,Queens,Shared room,5,11,103,40.82352,-73.726572,52
102270,Brooklyn,Private room,11,148,176,40.863553,-73.711648,289
102271,Bronx,Shared room,11,101,239,40.763307,-73.8968,238
102272,Manhattan,Private room,18,24,124,40.744292,-73.903043,379
102273,Brooklyn,Shared room,13,72,87,40.518051,-73.718502,144
102274,Staten Island,Shared room,25,177,313,40.87307,-73.97209,88
102275,Staten Island,Private room,24,64,83,40.575479,-74.044627,175
102276,Staten Island,Shared room,6,189,122,40.833656,-74.026672,242
102277,Brooklyn,Shared room,27,122,170,40.843372,-74.150131,100
102278,Queens,Entire home/apt,25,112,197,40.863732,-73.725114,155
102279,Queens,Shared room,22,38,233,40.794225,-73.983309,240
102280,Brooklyn,Shared room,11,16,231,40.886234,-74.125048,76
102281,Manhattan,Entire home/apt,21,5,130,40.707832,-74.144645,288
102282,Brooklyn,Entire home/apt,10,183,191,40.873061,-74.237962,237
102283,Bronx,Shared room,19,77,140,40.554468,-74.137728,132
102284,Manhattan,Shared room,20,6,294,40.728705,-73.924197,255
102285,Bronx,Private room,1,72,88,40.897097,-74.002402,211
102286,Staten Island,Private room,26,127,6,40.75234,-73.988091,95
102287,Bronx,Entire home/apt,28,168,209,40.629469,-73.824457,312
102288,Brooklyn,Private room,23,173,21,40.575817,-73.87412,161
102289,Staten Island,Entire home/apt,30,145,320,40.710058,-73.718031,177
102290,Staten Island,Shared room,12,84,345,40.533331,-74.135023,166
102291,Brooklyn,Entire home/apt,15,52,50,40.796774,-74.110234,94
102292,Queens,Shared room,19,146,281,40.589396,-73.996376,114
102293,Bronx,Shared room,24,50,246,40.598162,-73.975472,228
102294,Bronx,Private room,20,11,249,40.800428,-73.981121,242
102295,Manhattan,Private room,6,123,165,40.514594,-73.768574,278
102296,Manhattan,Private room,26,43,77,40.670445,-74.057485,197
102297,Bronx,Private room,25,168,155,40.729548,-74.204263,224
102298,Manhattan,Shared room,25,94,118,40.784127,-74.050805,69
102299,Brooklyn,Entire home/apt,26,11,84,40.699943,-74.048699,180
102300,Manhattan,Shared room,5,64,154,40.791294,-74.002084,270
102301,Brooklyn,Shared room,28,115,25,40.80818,-73.806409,93
102302,Queens,Private room,24,142,244,40.820565,-74.095447,291
102303,Manhattan,Private room,27,172,73,40.797829,-73.85898,365
102304,Brooklyn,Private room,27,72,52,40.830688,-74.153413,312
102305,Brooklyn,Private room,6,12,98,40.813789,-73.940152,179
102306,Queens,Shared room,7,108,50,40.684708,-73.713655,78
102307,Queens,Private room,17,43,277,40.550818,-73.727804,159
102308,Manhattan,Shared room,6,102,37,40.72696,-73.849701,200
102309,Manhattan,Private room,13,7,285,40.726107,-73.85113,204
102310,Staten Island,Shared room,30,42,239,40.770876,-73.72657,89
102311,Manhattan,Entire home/apt,4,185,36,40.883284,-73.981038,121
102312,Manhattan,Shared room,17,64,228,40.528242,-73.85809,341
102313,Brooklyn,Private room,7,172,320,40.676041,-74.204256,274
102314,Queens,Shared room,30,181,357,40.51379,-73.768149,195
102315,Staten Island,Private room,5,86,56,40.548513,-74.114897,143
102316,Brooklyn,Entire home/apt,20,134,37,40.799537,-74.032148,197
102317,Queens,Entire home/apt,13,65,295,40.534451,-73.828476,159
102318,Queens,Shared room,16,75,283,40.573966,-74.160574,286
102319,Staten Island,Shared room,17,116,63,40.865609,-73.799274,381
102320,Manhattan,Private room,1,80,308,40.594038,-73.805675,195
102321,Staten Island,Entire home/apt,13,17,294,40.774918,-73.906357,171
102322,Bronx,Entire home/apt,19,100,253,40.596413,-73.872802,233
102323,Bronx,Entire home/apt,22,37,299,40.759105,-74.002838,360
102324,Bronx,Shared room,11,135,345,40.687224,-73.976466,273
102325,Bronx,Entire home/apt,15,105,260,40.810682,-73.718257,383
102326,Bronx,Entire home/apt,26,76,93,40.670667,-74.193575,396
102327,Manhattan,Entire home/apt,19,103,312,40.707987,-73.730381,102
102328,Queens,Shared room,9,129,270,40.662214,-74.0097,140
102329,Staten Island,Shared room,18,123,65,40.620051,-73.979546,305
102330,Brooklyn,Shared room,4,111,28,40.608546,-73.757235,204
102331,Brooklyn,Private room,23,116,95,40.597361,-74.086973,183
102332,Queens,Entire home/apt,24,25,258,40.512233,-73.724816,192
102333,Manhattan,Entire home/apt,28,81,95,40.67808,-74.231587,265
102334,Bronx,Shared room,6,134,198,40.890835,-73.885837,90
102335,Staten Island,Entire home/apt,30,189,118,40.775095,-73.719826,227
102336,Brooklyn,Entire home/apt,23,80,248,40.654411,-74.10929,133
102337,Queens,Shared room,7,185,216,40.882071,-73.991135,294
102338,Brooklyn,Entire home/apt,9,156,171,40.796085,-73.988074,230
102339,Bronx,Entire home/apt,14,28,125,40.728903,-74.112835,96
102340,Staten Island,Private room,3,123,245,40.754469,-74.129953,88
102341,Brooklyn,Private room,17,21,149,40.574509,-73.864279,272
102342,Brooklyn,Shared room,29,40,311,40.628862,-73.713342,208
102343,Brooklyn,Shared room,24,50,79,40.662371,-73.721548,387
102344,Manhattan,Shared room,22,109,120,40.549708,-74.167101,350
102345,Manhattan,Shared room,16,154,8,40.814202,-74.208353,266
102346,Staten Island,Shared room,1,35,143,40.810519,-74.130797,222
102347,Queens,Private room,19,17,125,40.847374,-73.710732,132
102348,Bronx,Entire home/apt,18,132,220,40.692878,-74.031325,339
102349,Queens,Shared room,24,0,225,40.531852,-73.702108,193
102350,Bronx,Private room,1,3,169,40.570471,-73.785741,120
102351,Staten Island,Entire home/apt,17,98,268,40.62764,-74.157066,371
102352,Brooklyn,Private room,28,105,251,40.761985,-74.165741,187
102353,Manhattan,Shared room,15,44,137,40.720254,-74.06926,353
102354,Brooklyn,Shared room,19,28,300,40.897872,-73.889463,397
102355,Bronx,Entire home/apt,5,116,150,40.747574,-73.839754,384
102356,Staten Island,Shared room,19,148,80,40.621076,-74.093365,196
102357,Staten Island,Entire home/apt,12,173,266,40.897864,-73.842316,188
102358,Staten Island,Entire home/apt,12,28,282,40.70214,-74.133702,128
102359,Staten Island,Entire home/apt,3,178,302,40.531602,-74.234143,300
102360,Brooklyn,Entire home/apt,16,170,142,40.502503,-74.171396,343
102361,Queens,Private room,24,157,156,40.678578,-73.982506,195
102362,Staten Island,Private room,7,87,3,40.665811,-73.733937,300
102363,Brooklyn,Private room,11,11,32,40.672564,-73.900642,102
102364,Brooklyn,Shared room,29,107,126,40.582807,-73.756366,336
102365,Manhattan,Entire home/apt,1,177,346,40.867145,-73.705028,389
102366,Brooklyn,Shared room,17,142,312,40.632107,-73.727145,344
102367,Queens,Entire home/apt,22,130,315,40.517029,-74.053022,279
102368,Bronx,Private room,17,106,65,40.803545,-73.861596,362
102369,Brooklyn,Entire home/apt,11,41,52,40.575262,-74.14969,182
102370,Staten Island,Private room,5,182,161,40.709163,-74.025415,380
102371,Manhattan,Private room,9,71,257,40.85625,-73.801626,64
102372,Bronx,Private room,12,136,110,40.720603,-74.168571,373
102373,Staten Island,Entire home/apt,24,135,112,40.664707,-74.003708,122
102374,Bronx,Entire home/apt,24,112,279,40.563625,-74.074548,154
102375,Manhattan,Private room,28,52,295,40.665627,-74.194723,321
102376,Queens,Private room,14,106,14,40.731213,-74.069354,123
102377,Bronx,Shared room,22,165,37,40.577627,-73.93012,87
102378,Brooklyn,Shared room,18,49,241,40.707368,-74.110179,286
102379,Staten Island,Private room,19,59,306,40.820994,-73.991019,291
102380,Manhattan,Entire home/apt,13,43,326,40.564017,-73.946305,95
102381,Manhattan,Entire home/apt,3,108,345,40.736037,-74.226306,48
102382,Staten Island,Private room,1,152,285,40.848391,-74.115006,360
102383,Brooklyn,Shared room,23,129,325,40.737215,-74.180957,181
102384,Queens,Private room,29,110,186,40.524473,-73.982709,165
102385,Staten Island,Private room,18,128,313,40.803928,-74.033987,210
102386,Bronx,Shared room,20,52,191,40.509938,-74.107867,232
102387,Brooklyn,Entire home/apt,15,101,309,40.752944,-74.217988,257
102388,Brooklyn,Entire home/apt,13,25,96,40.839691,-74.244274,391
102389,Bronx,Shared room,2,119,339,40.755331,-74.082538,110
102390,Brooklyn,Shared room,28,123,310,40.885231,-74.036881,271
102391,Queens,Private room,30,72,50,40.721098,-73.990748,102
102392,Staten Island,Shared room,22,54,334,40.670837,-74.092032,327
102393,Bronx,Private room,19,74,265,40.612698,-74.207293,44
102394,Bronx,Shared room,3,84,161,40.583256,-73.83888,315
102395,Bronx,Private room,21,72,279,40.872801,-73.785478,259
102396,Queens,Shared room,4,34,304,40.797459,-73.835063,71
102397,Bronx,Private room,2,120,93,40.680677,-73.941671,352
102398,Staten Island,Private room,9,45,329,40.790611,-73.709405,293
102399,Bronx,Shared room,24,178,304,40.661344,-73.813568,271
102400,Manhattan,Entire home/apt,12,57,187,40.799083,-74.238113,290
102401,Staten Island,Private room,4,111,31,40.543209,-74.095906,338
102402,Queens,Private room,5,120,93,40.870951,-74.03895,281
102403,Queens,Private room,10,181,191,40.7253,-73.816027,84
102404,Bronx,Private room,20,65,311,40.842621,-73.703844,132
102405,Queens,Private room,20,43,257,40.836502,-74.125985,291
102406,Manhattan,Private room,17,163,112,40.673595,-74.188904,168
102407,Queens,Private room,17,0,113,40.55965,-73.873559,116
102408,Brooklyn,Shared room,2,102,232,40.579334,-74.01825,134
102409,Staten Island,Entire home/apt,17,89,149,40.658428,-74.021993,235
102410,Manhattan,Shared room,2,68,57,40.636386,-73.887253,163
102411,Bronx,Private room,27,186,199,40.889054,-74.248471,269
102412,Brooklyn,Shared room,4,72,352,40.594325,-73.732148,297
102413,Brooklyn,Shared room,29,6,78,40.883029,-74.11168,254
102414,Queens,Entire home/apt,8,75,352,40.818124,-73.843941,294
102415,Staten Island,Private room,1,9,86,40.834743,-74.127093,84
102416,Bronx,Shared room,8,76,189,40.8113,-73.712755,185
102417,Brooklyn,Private room,2,127,241,40.754551,-73.703468,394
